# Метеостанция Нижний Новгород / Нагорный, Россия, WMO_ID=27562, выборка с 16.06.2017 по 16.06.2018, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27562&lang=ru
#
"Местное время в Нижнем Новгороде / Нагорном";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.02.2018 06:00";"-13.9";"763.0";"776.3";"";"85";"Ветер, дующий с юго-юго-востока";"2";"3";"3";"";" ";"";"";"-15.2";"";"";"";"";"";"";"";"-15.9";"Осадков нет";"12";"";"";"";"";
"07.02.2018 03:00";"-14.6";"762.7";"776.2";"";"86";"Ветер, дующий с юга";"1";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.4";"";"";"";"";"";"";
"07.02.2018 00:00";"-13.4";"761.5";"774.8";"";"85";"Ветер, дующий с юго-юго-запада";"2";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.4";"";"";"";"";"";"";
"06.02.2018 21:00";"-12.6";"760.7";"774.0";"";"83";"Ветер, дующий с юго-юго-востока";"2";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.9";"";"";"";"";"";"";
"06.02.2018 18:00";"-11.1";"759.9";"773.1";"";"76";"Ветер, дующий с юго-юго-востока";"3";"4";"5";"";" ";"";"";"";"-8.8";"";"";"";"";"";"";"-14.5";"Осадков нет";"12";"";"";"";"";
"06.02.2018 15:00";"-9.7";"758.9";"772.0";"";"65";"Ветер, дующий с юга";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.1";"";"";"";"";"";"";
"06.02.2018 12:00";"-10.4";"758.0";"771.1";"";"72";"Ветер, дующий с юга";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.6";"";"";"";"";"";"";
"06.02.2018 09:00";"-13.9";"756.5";"769.8";"";"84";"Ветер, дующий с юго-запада";"2";"3";"6";"";" ";"";"";"-14.6";"";"";"";"";"";"";"";"-16.1";"";"";"";"";"";"";
"06.02.2018 06:00";"-13.2";"754.5";"767.7";"";"84";"Ветер, дующий с юга";"2";"3";"6";"";" ";"";"";"-13.1";"";"";"";"";"";"";"";"-15.4";"Осадков нет";"12";"";"";"";"";
"06.02.2018 03:00";"-10.8";"752.5";"765.5";"";"75";"Ветер, дующий с юго-запада";"4";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.4";"";"";"";"";"";"";
"06.02.2018 00:00";"-10.2";"749.9";"762.9";"";"79";"Ветер, дующий с западо-юго-запада";"3";"5";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.2";"";"";"";"";"";"";
"05.02.2018 21:00";"-10.0";"747.1";"760.0";"";"76";"Ветер, дующий с западо-юго-запада";"5";"8";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.5";"";"";"";"";"";"";
"05.02.2018 18:00";"-8.5";"743.8";"756.6";"";"82";"Ветер, дующий с западо-юго-запада";"5";"8";"13";"";" ";"";"";"";"0.7";"";"";"";"";"";"";"-11.0";"Осадков нет";"12";"";"";"";"";
"05.02.2018 15:00";"-2.7";"739.6";"752.1";"";"93";"Ветер, дующий с запада";"7";"11";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"05.02.2018 12:00";"0.2";"737.2";"749.5";"";"94";"Ветер, дующий с юго-юго-востока";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"05.02.2018 09:00";"-0.1";"736.0";"748.3";"";"94";"Ветер, дующий с юго-востока";"4";"5";"";"";" ";"";"";"-0.1";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"05.02.2018 06:00";"0.4";"735.7";"747.9";"";"93";"Ветер, дующий с юго-юго-востока";"5";"6";"7";"";" ";"";"";"0.5";"";"";"";"";"";"";"";"-0.6";"Осадков нет";"12";"";"";"";"";
"05.02.2018 03:00";"0.9";"735.6";"747.8";"";"92";"Ветер, дующий с юго-востока";"4";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"05.02.2018 00:00";"1.1";"735.5";"747.7";"";"92";"Ветер, дующий с юга";"3";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"04.02.2018 21:00";"1.6";"735.4";"747.5";"";"92";"Ветер, дующий с юга";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"04.02.2018 18:00";"1.8";"736.1";"748.3";"";"91";"Ветер, дующий с юго-юго-востока";"6";"10";"12";"";" ";"";"";"";"1.8";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"";"";"";
"04.02.2018 15:00";"1.2";"737.9";"750.1";"";"91";"Ветер, дующий с юго-юго-востока";"7";"12";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"04.02.2018 12:00";"-0.6";"740.8";"753.1";"";"92";"Ветер, дующий с юго-востока";"3";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"04.02.2018 09:00";"-2.8";"743.8";"756.4";"";"93";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"04.02.2018 06:00";"-3.0";"745.2";"757.7";"";"88";"Ветер, дующий с юго-юго-востока";"4";"5";"9";"";" ";"";"";"-3.8";"";"";"";"";"";"";"";"-4.7";"Осадков нет";"12";"";"";"";"";
"04.02.2018 03:00";"-3.5";"745.6";"758.2";"";"89";"Ветер, дующий с юга";"4";"7";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"04.02.2018 00:00";"-3.7";"745.9";"758.5";"";"87";"Ветер, дующий с юга";"6";"11";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"03.02.2018 21:00";"-3.7";"747.0";"759.6";"";"87";"Ветер, дующий с юга";"5";"8";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"03.02.2018 18:00";"-3.2";"747.3";"759.9";"";"82";"Ветер, дующий с юго-юго-востока";"4";"7";"9";"";" ";"";"";"";"-2.5";"";"";"";"";"";"";"-5.8";"Осадков нет";"12";"";"";"";"";
"03.02.2018 15:00";"-2.6";"747.5";"760.1";"";"81";"Ветер, дующий с юго-юго-востока";"4";"6";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"03.02.2018 12:00";"-3.8";"747.7";"760.3";"";"84";"Ветер, дующий с юга";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.2";"";"";"";"";"";"";
"03.02.2018 09:00";"-4.7";"747.6";"760.3";"";"85";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"03.02.2018 06:00";"-5.9";"747.5";"760.2";"";"87";"Ветер, дующий с юго-юго-востока";"4";"6";"6";"";" ";"";"";"-10.0";"";"";"";"";"";"";"";"-7.8";"Осадков нет";"12";"";"";"";"";
"03.02.2018 03:00";"-6.5";"748.1";"760.9";"";"83";"Ветер, дующий с юга";"4";"6";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.9";"";"";"";"";"";"";
"03.02.2018 00:00";"-7.3";"748.6";"761.5";"";"82";"Ветер, дующий с юго-востока";"4";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.9";"";"";"";"";"";"";
"02.02.2018 21:00";"-8.0";"749.2";"762.1";"";"79";"Ветер, дующий с юго-востока";"4";"";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.1";"";"";"";"";"";"";
"02.02.2018 18:00";"-10.0";"750.7";"763.6";"";"79";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"-9.5";"";"";"";"";"";"";"-13.0";"Осадков нет";"12";"";"";"";"";
"02.02.2018 15:00";"-9.6";"751.3";"764.3";"";"75";"Ветер, дующий с юго-юго-востока";"4";"7";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.2";"";"";"";"";"";"";
"02.02.2018 12:00";"-10.5";"752.4";"765.4";"";"80";"Ветер, дующий с юго-юго-востока";"3";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"02.02.2018 09:00";"-13.6";"752.8";"766.0";"";"86";"Ветер, дующий с юго-востока";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.4";"";"";"";"";"";"";
"02.02.2018 06:00";"-15.4";"752.9";"766.2";"";"86";"Ветер, дующий с юго-юго-востока";"1";"2";"3";"";" ";"";"";"-17.1";"";"";"";"";"";"";"";"-17.3";"Осадков нет";"12";"";"";"";"";
"02.02.2018 03:00";"-17.1";"752.8";"766.1";"";"82";"Ветер, дующий с юго-юго-востока";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-19.5";"";"";"";"";"";"";
"02.02.2018 00:00";"-17.0";"752.4";"765.7";"";"82";"Ветер, дующий с запада";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-19.4";"";"";"";"";"";"";
"01.02.2018 21:00";"-15.5";"751.6";"764.8";"";"78";"Ветер, дующий с запада";"2";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.5";"";"";"";"";"";"";
"01.02.2018 18:00";"-13.7";"750.6";"763.8";"";"73";"Ветер, дующий с запада";"2";"2";"2";"";" ";"";"";"";"-12.1";"";"";"";"";"";"";"-17.6";"Осадков нет";"12";"";"";"";"";
"01.02.2018 15:00";"-12.6";"749.5";"762.7";"";"66";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-17.7";"";"";"";"";"";"";
"01.02.2018 12:00";"-13.5";"748.2";"761.3";"";"72";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-17.5";"";"";"";"";"";"";
"01.02.2018 09:00";"-17.0";"747.0";"760.3";"";"84";"Ветер, дующий с севера";"1";"2";"3";"";" ";"";"";"-17.7";"";"";"";"";"";"";"";"-19.1";"";"";"";"";"";"";
"01.02.2018 06:00";"-16.9";"745.4";"758.6";"";"85";"Ветер, дующий с северо-северо-востока";"1";"";"4";"";" ";"";"";"-16.8";"";"";"";"";"";"";"";"-18.9";"Осадков нет";"12";"";"";"";"";
"01.02.2018 03:00";"-15.4";"744.2";"757.3";"";"80";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.1";"";"";"";"";"";"";
"01.02.2018 00:00";"-14.3";"743.4";"756.5";"";"78";"Ветер, дующий с востока";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-17.4";"";"";"";"";"";"";
"31.01.2018 21:00";"-12.3";"742.4";"755.4";"";"80";"Ветер, дующий с востоко-юго-востока";"4";"";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.1";"";"";"";"";"";"";
"31.01.2018 18:00";"-11.1";"741.1";"754.0";"";"85";"Ветер, дующий с востоко-юго-востока";"4";"7";"11";"";" ";"";"";"";"-8.6";"";"";"";"";"";"";"-13.1";"Осадков нет";"12";"";"";"";"";
"31.01.2018 15:00";"-9.5";"739.9";"752.6";"";"78";"Ветер, дующий с юго-востока";"6";"9";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.6";"";"";"";"";"";"";
"31.01.2018 12:00";"-9.2";"739.1";"751.9";"";"82";"Ветер, дующий с востоко-юго-востока";"5";"8";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.8";"";"";"";"";"";"";
"31.01.2018 09:00";"-9.3";"738.2";"750.9";"";"85";"Ветер, дующий с востоко-юго-востока";"5";"8";"11";"";" ";"";"";"-9.3";"";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"31.01.2018 06:00";"-8.6";"737.5";"750.2";"";"86";"Ветер, дующий с востоко-юго-востока";"7";"10";"11";"";" ";"";"";"-8.6";"";"";"";"";"";"";"";"-10.6";"Осадков нет";"12";"";"";"";"";
"31.01.2018 03:00";"-6.9";"738.3";"751.0";"";"89";"Ветер, дующий с востоко-юго-востока";"6";"10";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"31.01.2018 00:00";"-6.3";"739.9";"752.5";"";"89";"Ветер, дующий с востоко-юго-востока";"6";"10";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"30.01.2018 21:00";"-5.9";"741.7";"754.3";"";"89";"Ветер, дующий с юго-востока";"7";"10";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"30.01.2018 15:00";"-5.2";"744.5";"757.1";"";"80";"Ветер, дующий с юго-юго-востока";"6";"9";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.1";"";"";"";"";"";"";
"30.01.2018 12:00";"-6.9";"745.6";"758.4";"";"83";"Ветер, дующий с юго-юго-востока";"7";"10";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.4";"";"";"";"";"";"";
"30.01.2018 09:00";"-7.8";"746.5";"759.3";"";"81";"Ветер, дующий с юго-юго-востока";"7";"10";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.5";"";"";"";"";"";"";
"30.01.2018 06:00";"-7.9";"747.4";"760.2";"";"84";"Ветер, дующий с юго-юго-востока";"7";"9";"11";"";" ";"";"";"-9.0";"";"";"";"";"";"";"";"-10.2";"Осадков нет";"12";"";"";"";"";
"30.01.2018 03:00";"-8.6";"748.5";"761.4";"";"82";"Ветер, дующий с юго-юго-востока";"6";"9";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.2";"";"";"";"";"";"";
"30.01.2018 00:00";"-8.6";"749.2";"762.1";"";"81";"Ветер, дующий с юга";"6";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.3";"";"";"";"";"";"";
"29.01.2018 21:00";"-8.2";"749.7";"762.6";"";"82";"Ветер, дующий с юга";"5";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.7";"";"";"";"";"";"";
"29.01.2018 18:00";"-8.7";"750.4";"763.3";"";"82";"Ветер, дующий с юго-юго-востока";"6";"";"10";"";" ";"";"";"";"-6.6";"";"";"";"";"";"";"-11.3";"Осадков нет";"12";"";"";"";"";
"29.01.2018 15:00";"-9.2";"751.7";"764.7";"";"76";"Ветер, дующий с юго-юго-востока";"5";"9";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.7";"";"";"";"";"";"";
"29.01.2018 12:00";"-9.5";"753.0";"766.0";"";"77";"Ветер, дующий с юго-юго-востока";"6";"9";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.9";"";"";"";"";"";"";
"29.01.2018 09:00";"-9.6";"753.8";"766.8";"";"80";"Ветер, дующий с юга";"5";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.5";"";"";"";"";"";"";
"29.01.2018 06:00";"-6.7";"754.6";"767.5";"";"88";"Ветер, дующий с юга";"4";"8";"";"";" ";"";"";"-9.6";"";"";"";"";"";"";"";"-8.4";"Осадков нет";"12";"";"";"";"";
"29.01.2018 03:00";"-8.8";"756.4";"769.5";"";"89";"Ветер, дующий с юга";"2";"4";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.3";"";"";"";"";"";"";
"29.01.2018 00:00";"-9.4";"757.7";"770.8";"";"79";"Ветер, дующий с юго-юго-запада";"4";"7";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.4";"";"";"";"";"";"";
"28.01.2018 21:00";"-9.5";"758.6";"771.7";"";"79";"Ветер, дующий с юго-юго-запада";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.5";"";"";"";"";"";"";
"28.01.2018 18:00";"-9.3";"759.6";"772.7";"";"78";"Ветер, дующий с юго-юго-запада";"4";"6";"8";"";" ";"";"";"";"-9.3";"";"";"";"";"";"";"-12.4";"Осадков нет";"12";"";"";"";"";
"28.01.2018 15:00";"-9.5";"760.1";"773.2";"";"77";"Ветер, дующий с юго-юго-запада";"4";"8";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.8";"";"";"";"";"";"";
"28.01.2018 12:00";"-10.8";"761.1";"774.3";"";"78";"Ветер, дующий с юго-запада";"4";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.9";"";"";"";"";"";"";
"28.01.2018 09:00";"-12.4";"761.6";"774.9";"";"84";"Ветер, дующий с юго-запада";"5";"7";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.6";"";"";"";"";"";"";
"28.01.2018 06:00";"-12.8";"761.8";"775.1";"";"78";"Ветер, дующий с юго-юго-запада";"7";"9";"11";"";" ";"";"";"-13.4";"";"";"";"";"";"";"";"-15.9";"Осадков нет";"12";"";"";"";"";
"28.01.2018 03:00";"-13.2";"763.0";"776.3";"";"69";"Ветер, дующий с юго-юго-запада";"5";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-17.8";"";"";"";"";"";"";
"28.01.2018 00:00";"-13.0";"764.0";"777.4";"";"64";"Ветер, дующий с юго-юго-запада";"4";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.4";"";"";"";"";"";"";
"27.01.2018 21:00";"-12.0";"765.4";"778.8";"";"63";"Ветер, дующий с юго-юго-запада";"5";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-17.6";"";"";"";"";"";"";
"27.01.2018 18:00";"-11.2";"766.3";"779.6";"";"66";"Ветер, дующий с юга";"4";"7";"7";"";" ";"";"";"";"-10.0";"";"";"";"";"";"";"-16.4";"Осадков нет";"12";"";"";"";"";
"27.01.2018 15:00";"-10.2";"766.9";"780.2";"";"68";"Ветер, дующий с юга";"4";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.1";"";"";"";"";"";"";
"27.01.2018 12:00";"-10.8";"767.5";"780.9";"";"65";"Ветер, дующий с юго-юго-запада";"5";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.1";"";"";"";"";"";"";
"27.01.2018 09:00";"-12.4";"767.5";"780.9";"";"77";"Ветер, дующий с юга";"4";"6";"";"";" ";"";"";"-12.3";"";"";"";"";"";"";"";"-15.6";"";"";"";"";"";"";
"27.01.2018 06:00";"-10.8";"767.2";"780.5";"";"79";"Ветер, дующий с юго-юго-запада";"5";"8";"8";"";" ";"";"";"-11.1";"";"";"";"";"";"";"";"-13.7";"Осадков нет";"12";"";"";"";"";
"27.01.2018 03:00";"-10.6";"767.2";"780.5";"";"81";"Ветер, дующий с юго-юго-запада";"4";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"27.01.2018 00:00";"-10.7";"766.8";"780.1";"";"81";"Ветер, дующий с юго-юго-запада";"5";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"26.01.2018 21:00";"-9.8";"766.6";"779.8";"";"78";"Ветер, дующий с юго-юго-запада";"5";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.9";"";"";"";"";"";"";
"26.01.2018 18:00";"-9.6";"766.1";"779.3";"";"78";"Ветер, дующий с юго-юго-запада";"4";"6";"8";"";" ";"";"";"";"-8.7";"";"";"";"";"";"";"-12.7";"Осадков нет";"12";"";"";"";"";
"26.01.2018 15:00";"-8.9";"765.2";"778.3";"";"76";"Ветер, дующий с юга";"3";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.4";"";"";"";"";"";"";
"26.01.2018 12:00";"-10.1";"764.9";"778.2";"";"81";"Ветер, дующий с юго-юго-запада";"4";"6";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.8";"";"";"";"";"";"";
"26.01.2018 09:00";"-13.0";"764.8";"778.1";"";"87";"Ветер, дующий с юго-юго-запада";"4";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.8";"";"";"";"";"";"";
"26.01.2018 06:00";"-13.9";"764.1";"777.5";"";"86";"Ветер, дующий с юго-юго-запада";"4";"6";"6";"";" ";"";"";"-16.0";"";"";"";"";"";"";"";"-15.8";"Осадков нет";"12";"";"";"";"";
"26.01.2018 03:00";"-14.7";"764.3";"777.8";"";"86";"Ветер, дующий с юга";"2";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.6";"";"";"";"";"";"";
"26.01.2018 00:00";"-15.0";"763.9";"777.4";"";"86";"Ветер, дующий с юга";"2";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.9";"";"";"";"";"";"";
"25.01.2018 21:00";"-15.8";"763.9";"777.4";"";"84";"Ветер, дующий с юга";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-17.9";"";"";"";"";"";"";
"25.01.2018 18:00";"-14.3";"763.7";"777.1";"";"86";"Ветер, дующий с юго-юго-востока";"2";"3";"3";"";" ";"";"";"";"-12.4";"";"";"";"";"";"";"-16.1";"Осадков нет";"12";"";"";"";"";
"25.01.2018 15:00";"-12.8";"763.5";"776.8";"";"87";"Ветер, дующий с юго-юго-востока";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.6";"";"";"";"";"";"";
"25.01.2018 12:00";"-13.2";"763.6";"776.9";"";"86";"Ветер, дующий с юго-юго-востока";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.0";"";"";"";"";"";"";
"25.01.2018 09:00";"-13.7";"763.0";"776.4";"";"86";"Ветер, дующий с юго-юго-востока";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.5";"";"";"";"";"";"";
"25.01.2018 06:00";"-12.7";"762.5";"775.9";"";"87";"Ветер, дующий с запада";"1";"2";"4";"";" ";"";"";"-14.3";"";"";"";"";"";"";"";"-14.5";"Осадков нет";"12";"";"";"";"";
"25.01.2018 03:00";"-13.8";"761.5";"774.9";"";"86";"Ветер, дующий с запада";"2";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.6";"";"";"";"";"";"";
"25.01.2018 00:00";"-12.6";"760.9";"774.1";"";"87";"Ветер, дующий с северо-запада";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.4";"";"";"";"";"";"";
"24.01.2018 21:00";"-10.3";"760.3";"773.5";"";"87";"Ветер, дующий с севера";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.1";"";"";"";"";"";"";
"24.01.2018 18:00";"-9.3";"760.0";"773.1";"";"85";"Ветер, дующий с севера";"2";"4";"4";"";" ";"";"";"";"-8.8";"";"";"";"";"";"";"-11.4";"Осадков нет";"12";"";"";"";"";
"24.01.2018 15:00";"-9.0";"759.1";"772.3";"";"84";"Ветер, дующий с севера";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.3";"";"";"";"";"";"";
"24.01.2018 12:00";"-9.5";"758.5";"771.6";"";"86";"Ветер, дующий с севера";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"24.01.2018 09:00";"-9.6";"757.8";"770.8";"";"88";"Ветер, дующий с севера";"1";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.2";"";"";"";"";"";"";
